year	region	fill_month	claims_per_1k_member
2011	Midwest	0	18.905345085508838
2011	Midwest	1	18.45633987660875
2011	Midwest	2	19.20582684556529
2011	Midwest	3	14.220467602927712
2011	Midwest	4	13.171323240883325
2011	Midwest	5	10.408732134593846
2011	Midwest	6	7.881635192335805
2011	Midwest	7	8.94822865521566
2011	Midwest	8	12.514440161400062
2011	Midwest	9	14.745039783949904
2011	Midwest	10	16.725718820517724
2011	Midwest	11	18.426800060233745
2011	Northeast	0	17.330571546220433
2011	Northeast	1	16.34059153306231
2011	Northeast	2	17.338253253403035
2011	Northeast	3	13.666717291250809
2011	Northeast	4	12.477813069176493
2011	Northeast	5	10.396230458257042
2011	Northeast	6	7.7391599509074895
2011	Northeast	7	8.178297544846368
2011	Northeast	8	10.744147779402494
2011	Northeast	9	13.804347878272466
2011	Northeast	10	16.550718231619797
2011	Northeast	11	18.729122360153323
2011	South	0	22.32880895793404
2011	South	1	22.890647414499885
2011	South	2	19.288877315239706
2011	South	3	14.825862211187346
2011	South	4	14.088922424300367
2011	South	5	11.134472627630075
2011	South	6	8.746263030369295
2011	South	7	10.814641992609122
2011	South	8	14.735714517749017
2011	South	9	16.192251224718923
2011	South	10	19.377088241826822
2011	South	11	22.30054976887769
2011	West	0	15.509124461828158
2011	West	1	16.543435609428123
2011	West	2	15.349560384169832
2011	West	3	11.594429769214916
2011	West	4	10.885629340037935
2011	West	5	9.040228791372655
2011	West	6	6.547501973975603
2011	West	7	6.98369977363736
2011	West	8	8.450009666223862
2011	West	9	9.63582270650573
2011	West	10	11.782715380851739
2011	West	11	13.586965193699873
2012	Midwest	0	16.686023876525795
2012	Midwest	1	17.976867793662223
2012	Midwest	2	15.666807520677887
2012	Midwest	3	12.24394607007773
2012	Midwest	4	11.329620999180758
2012	Midwest	5	8.106597879779331
2012	Midwest	6	7.453683686571763
2012	Midwest	7	9.070644144192007
2012	Midwest	8	11.537768899706768
2012	Midwest	9	13.669650210722505
2012	Midwest	10	14.699628139961481
2012	Midwest	11	19.020467967700025
2012	Northeast	0	17.782400565549615
2012	Northeast	1	16.36374547365769
2012	Northeast	2	14.154237566448453
2012	Northeast	3	12.070356060171418
2012	Northeast	4	11.033196364286228
2012	Northeast	5	8.835393804145474
2012	Northeast	6	7.865168909806838
2012	Northeast	7	8.732848369263802
2012	Northeast	8	10.743035648222337
2012	Northeast	9	13.3785522431072
2012	Northeast	10	13.808847395906492
2012	Northeast	11	19.83792545639313
2012	South	0	19.551323264663896
2012	South	1	21.047949227240426
2012	South	2	17.336214855317234
2012	South	3	14.38554155635672
2012	South	4	13.744652494244873
2012	South	5	10.750210747202198
2012	South	6	9.659738985372584
2012	South	7	11.777027037937556
2012	South	8	14.530359877778096
2012	South	9	17.09595582089339
2012	South	10	20.05164336924584
2012	South	11	24.78288512601106
2012	West	0	12.753946438838616
2012	West	1	13.2906949213021
2012	West	2	13.336392582075467
2012	West	3	9.5753317976584
2012	West	4	8.946551092452736
2012	West	5	7.106861989402282
2012	West	6	6.068394590224936
2012	West	7	6.732364086479081
2012	West	8	7.545527687766832
2012	West	9	8.96358819943096
2012	West	10	10.193285182541455
2012	West	11	12.417981058239995
2013	Midwest	0	19.11189287747284
2013	Midwest	1	14.912652699005132
2013	Midwest	2	13.736760692507982
2013	Midwest	3	10.509324359689764
2013	Midwest	4	9.900239985977592
2013	Midwest	5	7.615238258430234
2013	Midwest	6	6.991749862366761
2013	Midwest	7	7.787899461420509
2013	Midwest	8	9.87741802848592
2013	Midwest	9	11.460176900100997
2013	Midwest	10	12.55581792492661
2013	Midwest	11	15.282480649505429
2013	Northeast	0	20.36534774719321
2013	Northeast	1	13.766903264277607
2013	Northeast	2	12.944689163743927
2013	Northeast	3	10.50412175693496
2013	Northeast	4	9.485063573585704
2013	Northeast	5	8.0064888016876
2013	Northeast	6	6.980377573025735
2013	Northeast	7	7.042572608964207
2013	Northeast	8	8.476905551174118
2013	Northeast	9	10.277141935056415
2013	Northeast	10	10.299583442869265
2013	Northeast	11	13.141533246559503
2013	South	0	22.966002295084742
2013	South	1	19.041590657257007
2013	South	2	17.090016757314054
2013	South	3	12.652570974226819
2013	South	4	12.447686259472395
2013	South	5	8.5998714301423
2013	South	6	8.085897446741722
2013	South	7	9.52279248467829
2013	South	8	11.80060769934202
2013	South	9	12.562229032915951
2013	South	10	14.518619603331913
2013	South	11	20.187605790530757
2013	West	0	16.528870732814774
2013	West	1	13.252772842415585
2013	West	2	10.658809391399059
2013	West	3	8.45074213360747
2013	West	4	7.868402407237232
2013	West	5	6.508153280484663
2013	West	6	5.748070606419788
2013	West	7	6.00917971542253
2013	West	8	6.968502271858974
2013	West	9	8.471365209151193
2013	West	10	8.629358940435315
2013	West	11	12.324210127468083
2014	Midwest	0	13.408207499684835
2014	Midwest	1	11.429175785526269
2014	Midwest	2	12.035879501664974
2014	Midwest	3	9.92321423396688
2014	Midwest	4	9.043706108806875
2014	Midwest	5	7.0419714566851015
2014	Midwest	6	6.394660859636595
2014	Midwest	7	7.288935123309254
2014	Midwest	8	10.292736850246069
2014	Midwest	9	10.64546298396711
2014	Midwest	10	11.339840647524706
2014	Midwest	11	17.31532775013331
2014	Northeast	0	13.286982596173061
2014	Northeast	1	10.746440711111568
2014	Northeast	2	12.074521418346281
2014	Northeast	3	10.717278515266838
2014	Northeast	4	8.284808297159346
2014	Northeast	5	7.369286889963316
2014	Northeast	6	6.165231286232956
2014	Northeast	7	5.922841976064698
2014	Northeast	8	8.612625686919811
2014	Northeast	9	9.563313271458016
2014	Northeast	10	9.916347383507748
2014	Northeast	11	14.286045117347818
2014	South	0	18.616810048555376
2014	South	1	14.718075681852298
2014	South	2	14.420763920739596
2014	South	3	12.631487685679511
2014	South	4	11.607737257904022
2014	South	5	9.139633820023677
2014	South	6	8.079914906463225
2014	South	7	9.177993274516888
2014	South	8	12.226582332695603
2014	South	9	12.81642391750451
2014	South	10	15.025159228120453
2014	South	11	22.84123593538646
2014	West	0	12.711934088703973
2014	West	1	9.493740697080703
2014	West	2	8.620755351923595
2014	West	3	7.750577678448593
2014	West	4	7.007146326622864
2014	West	5	6.076202616028035
2014	West	6	5.092715335382399
2014	West	7	5.108558625588558
2014	West	8	6.712741895956512
2014	West	9	6.992105228325878
2014	West	10	7.427494887029319
2014	West	11	10.879126124221823
2015	Midwest	0	15.606859422439825
2015	Midwest	1	14.468417925988197
2015	Midwest	2	16.75566424175072
2015	Midwest	3	13.680805388684044
2015	Midwest	4	10.690377136559029
2015	Midwest	5	9.050533695887072
2015	Midwest	6	7.952326276418472
2015	Midwest	7	8.284257411528465
2015	Midwest	8	11.129599143623768
2015	Midwest	9	13.122100365124249
2015	Midwest	10	13.76858882937429
2015	Midwest	11	16.498714795563643
2015	Northeast	0	17.472750664756408
2015	Northeast	1	13.790795012130015
2015	Northeast	2	15.377192280893688
2015	Northeast	3	13.36128288853321
2015	Northeast	4	10.739448730240387
2015	Northeast	5	10.104889822734915
2015	Northeast	6	8.511580864626007
2015	Northeast	7	8.156780811570563
2015	Northeast	8	9.956123937780314
2015	Northeast	9	13.72003247835736
2015	Northeast	10	13.118057249193718
2015	Northeast	11	17.138027423608555
2015	South	0	20.867901523723983
2015	South	1	19.990584691740583
2015	South	2	18.294813855568734
2015	South	3	15.211170051690893
2015	South	4	13.7092760818926
2015	South	5	10.833916130212259
2015	South	6	9.403508251978456
2015	South	7	10.423934476479635
2015	South	8	13.974227411664252
2015	South	9	15.272091020317829
2015	South	10	17.341208603412866
2015	South	11	20.881073625048728
2015	West	0	15.110007523391388
2015	West	1	13.498659564773575
2015	West	2	13.579544852481483
2015	West	3	11.449683346461004
2015	West	4	10.089468311687394
2015	West	5	8.53463409120611
2015	West	6	6.6721532087440885
2015	West	7	6.35037811222922
2015	West	8	7.666441789083665
2015	West	9	8.604923053013419
2015	West	10	10.084523359600448
2015	West	11	12.986150602047918
